order_id,customer_id,order_date,total_amount,status,order_year,order_month,order_day_of_week,order_size,is_suspicious
1159,864,2024-02-18 06:00:00,55.26,completed,2024,2,Sunday,Medium,False
1160,195,2024-02-18 07:00:00,89.77,completed,2024,2,Sunday,Medium,False
1161,667,2024-02-18 08:00:00,301.65,completed,2024,2,Sunday,Extra Large,False
1162,93,2024-02-18 09:00:00,83.73,completed,2024,2,Sunday,Medium,False
1163,672,2024-02-18 10:00:00,484.36,completed,2024,2,Sunday,Extra Large,True
1164,946,2024-02-18 11:00:00,228.89,completed,2024,2,Sunday,Large,False
1165,61,2024-02-18 12:00:00,255.74,completed,2024,2,Sunday,Large,False
1166,634,2024-02-18 13:00:00,130.86,completed,2024,2,Sunday,Medium,False
1167,51,2024-02-18 14:00:00,240.77,cancelled,2024,2,Sunday,Large,False
1168,403,2024-02-18 15:00:00,334.34,completed,2024,2,Sunday,Extra Large,False
1169,789,2024-02-18 16:00:00,378.08,completed,2024,2,Sunday,Extra Large,False
1170,5,2024-02-18 17:00:00,379.4,completed,2024,2,Sunday,Extra Large,False
1171,466,2024-02-18 18:00:00,293.17,completed,2024,2,Sunday,Large,False
1172,604,2024-02-18 19:00:00,453.14,completed,2024,2,Sunday,Extra Large,True
1173,682,2024-02-18 20:00:00,410.53,completed,2024,2,Sunday,Extra Large,True
1174,829,2024-02-18 21:00:00,380.95,completed,2024,2,Sunday,Extra Large,False
1175,534,2024-02-18 22:00:00,37.25,completed,2024,2,Sunday,Small,False
1176,405,2024-02-18 23:00:00,13.37,completed,2024,2,Sunday,Small,False
1177,838,2024-02-19 00:00:00,114.1,completed,2024,2,Monday,Medium,False
1178,513,2024-02-19 01:00:00,335.13,completed,2024,2,Monday,Extra Large,False
1179,645,2024-02-19 02:00:00,211.49,completed,2024,2,Monday,Large,False
1180,233,2024-02-19 03:00:00,207.18,completed,2024,2,Monday,Large,False
1181,524,2024-02-19 04:00:00,443.45,completed,2024,2,Monday,Extra Large,True
1182,346,2024-02-19 05:00:00,448.83,completed,2024,2,Monday,Extra Large,True
1183,46,2024-02-19 06:00:00,455.5,completed,2024,2,Monday,Extra Large,True
1184,546,2024-02-19 07:00:00,163.8,completed,2024,2,Monday,Large,False
1185,945,2024-02-19 08:00:00,348.62,completed,2024,2,Monday,Extra Large,False
1186,78,2024-02-19 09:00:00,143.1,cancelled,2024,2,Monday,Medium,False
1187,730,2024-02-19 10:00:00,103.4,pending,2024,2,Monday,Medium,False
1188,813,2024-02-19 11:00:00,100.47,completed,2024,2,Monday,Medium,False
1189,923,2024-02-19 12:00:00,177.63,completed,2024,2,Monday,Large,False
1190,73,2024-02-19 13:00:00,220.68,completed,2024,2,Monday,Large,False
1191,794,2024-02-19 14:00:00,417.17,completed,2024,2,Monday,Extra Large,True
1192,249,2024-02-19 15:00:00,68.75,completed,2024,2,Monday,Medium,False
1193,47,2024-02-19 16:00:00,370.11,completed,2024,2,Monday,Extra Large,False
1194,121,2024-02-19 17:00:00,270.41,completed,2024,2,Monday,Large,False
1195,214,2024-02-19 18:00:00,151.09,pending,2024,2,Monday,Large,False
1196,239,2024-02-19 19:00:00,251.48,completed,2024,2,Monday,Large,False
1197,56,2024-02-19 20:00:00,156.97,pending,2024,2,Monday,Large,False
1198,350,2024-02-19 21:00:00,302.08,completed,2024,2,Monday,Extra Large,False
1199,107,2024-02-19 22:00:00,222.58,completed,2024,2,Monday,Large,False
1200,831,2024-02-19 23:00:00,90.56,completed,2024,2,Monday,Medium,False
1201,48,2024-02-20 00:00:00,67.13,completed,2024,2,Tuesday,Medium,False
1202,573,2024-02-20 01:00:00,277.88,completed,2024,2,Tuesday,Large,False
1203,337,2024-02-20 02:00:00,452.18,completed,2024,2,Tuesday,Extra Large,True
1204,26,2024-02-20 03:00:00,178.54,completed,2024,2,Tuesday,Large,False
1205,804,2024-02-20 04:00:00,369.17,completed,2024,2,Tuesday,Extra Large,False
1206,257,2024-02-20 05:00:00,332.74,pending,2024,2,Tuesday,Extra Large,False
1207,8,2024-02-20 06:00:00,466.46,completed,2024,2,Tuesday,Extra Large,True
1208,625,2024-02-20 07:00:00,412.28,cancelled,2024,2,Tuesday,Extra Large,True
1209,867,2024-02-20 08:00:00,287.64,completed,2024,2,Tuesday,Large,False
1210,253,2024-02-20 09:00:00,331.94,completed,2024,2,Tuesday,Extra Large,False
1211,692,2024-02-20 10:00:00,450.21,completed,2024,2,Tuesday,Extra Large,True
1212,719,2024-02-20 11:00:00,205.76,completed,2024,2,Tuesday,Large,False
1213,303,2024-02-20 12:00:00,170.13,pending,2024,2,Tuesday,Large,False
1214,639,2024-02-20 13:00:00,15.3,completed,2024,2,Tuesday,Small,False
1215,56,2024-02-20 14:00:00,415.01,completed,2024,2,Tuesday,Extra Large,True
1216,726,2024-02-20 15:00:00,402.48,completed,2024,2,Tuesday,Extra Large,True
1217,526,2024-02-20 16:00:00,61.18,completed,2024,2,Tuesday,Medium,False
1218,474,2024-02-20 17:00:00,292.66,completed,2024,2,Tuesday,Large,False
1219,28,2024-02-20 18:00:00,237.35,completed,2024,2,Tuesday,Large,False
1220,983,2024-02-20 19:00:00,68.17,completed,2024,2,Tuesday,Medium,False
1221,78,2024-02-20 20:00:00,490.48,completed,2024,2,Tuesday,Extra Large,True
1222,216,2024-02-20 21:00:00,115.2,pending,2024,2,Tuesday,Medium,False
1223,386,2024-02-20 22:00:00,42.94,completed,2024,2,Tuesday,Small,False
1224,365,2024-02-20 23:00:00,301.48,completed,2024,2,Tuesday,Extra Large,False
1225,666,2024-02-21 00:00:00,372.04,completed,2024,2,Wednesday,Extra Large,False
1226,526,2024-02-21 01:00:00,25.9,completed,2024,2,Wednesday,Small,False
1227,699,2024-02-21 02:00:00,332.77,completed,2024,2,Wednesday,Extra Large,False
1228,312,2024-02-21 03:00:00,270.82,completed,2024,2,Wednesday,Large,False
1229,883,2024-02-21 04:00:00,60.6,completed,2024,2,Wednesday,Medium,False
1230,7,2024-02-21 05:00:00,94.54,completed,2024,2,Wednesday,Medium,False
1231,3,2024-02-21 06:00:00,288.31,completed,2024,2,Wednesday,Large,False
1232,623,2024-02-21 07:00:00,155.22,completed,2024,2,Wednesday,Large,False
1233,919,2024-02-21 08:00:00,469.77,completed,2024,2,Wednesday,Extra Large,True
1234,750,2024-02-21 09:00:00,411.18,completed,2024,2,Wednesday,Extra Large,True
1235,363,2024-02-21 10:00:00,491.95,cancelled,2024,2,Wednesday,Extra Large,True
1236,751,2024-02-21 11:00:00,137.24,completed,2024,2,Wednesday,Medium,False
1237,508,2024-02-21 12:00:00,485.16,pending,2024,2,Wednesday,Extra Large,True
1238,274,2024-02-21 13:00:00,221.3,completed,2024,2,Wednesday,Large,False
1239,506,2024-02-21 14:00:00,180.28,completed,2024,2,Wednesday,Large,False
1240,806,2024-02-21 15:00:00,34.67,completed,2024,2,Wednesday,Small,False
1241,739,2024-02-21 16:00:00,35.85,completed,2024,2,Wednesday,Small,False
1242,883,2024-02-21 17:00:00,349.09,completed,2024,2,Wednesday,Extra Large,False
1243,15,2024-02-21 18:00:00,234.39,completed,2024,2,Wednesday,Large,False
1244,192,2024-02-21 19:00:00,121.0,pending,2024,2,Wednesday,Medium,False
1245,985,2024-02-21 20:00:00,310.85,completed,2024,2,Wednesday,Extra Large,False
1246,631,2024-02-21 21:00:00,133.9,completed,2024,2,Wednesday,Medium,False
1247,485,2024-02-21 22:00:00,293.04,completed,2024,2,Wednesday,Large,False
1248,28,2024-02-21 23:00:00,186.01,completed,2024,2,Wednesday,Large,False
1249,714,2024-02-22 00:00:00,413.54,completed,2024,2,Thursday,Extra Large,True
1250,39,2024-02-22 01:00:00,412.14,completed,2024,2,Thursday,Extra Large,True
1251,953,2024-02-22 02:00:00,243.9,completed,2024,2,Thursday,Large,False
1252,273,2024-02-22 03:00:00,181.9,completed,2024,2,Thursday,Large,False
1253,231,2024-02-22 04:00:00,187.65,cancelled,2024,2,Thursday,Large,False
1254,86,2024-02-22 05:00:00,404.8,completed,2024,2,Thursday,Extra Large,True
1255,474,2024-02-22 06:00:00,170.81,completed,2024,2,Thursday,Large,False
1256,126,2024-02-22 07:00:00,112.44,pending,2024,2,Thursday,Medium,False
1257,812,2024-02-22 08:00:00,51.5,completed,2024,2,Thursday,Medium,False
1258,537,2024-02-22 09:00:00,238.68,completed,2024,2,Thursday,Large,False
1259,145,2024-02-22 10:00:00,246.24,completed,2024,2,Thursday,Large,False
1260,525,2024-02-22 11:00:00,422.05,completed,2024,2,Thursday,Extra Large,True
1261,212,2024-02-22 12:00:00,118.41,completed,2024,2,Thursday,Medium,False
1262,25,2024-02-22 13:00:00,196.69,completed,2024,2,Thursday,Large,False
1263,580,2024-02-22 14:00:00,406.12,completed,2024,2,Thursday,Extra Large,True
1264,394,2024-02-22 15:00:00,413.58,completed,2024,2,Thursday,Extra Large,True
1265,67,2024-02-22 16:00:00,198.46,completed,2024,2,Thursday,Large,False
1266,233,2024-02-22 17:00:00,234.97,pending,2024,2,Thursday,Large,False
1267,109,2024-02-22 18:00:00,158.61,completed,2024,2,Thursday,Large,False
1268,146,2024-02-22 19:00:00,466.95,completed,2024,2,Thursday,Extra Large,True
1269,111,2024-02-22 20:00:00,68.14,completed,2024,2,Thursday,Medium,False
1270,228,2024-02-22 21:00:00,467.54,pending,2024,2,Thursday,Extra Large,True
1271,111,2024-02-22 22:00:00,345.09,completed,2024,2,Thursday,Extra Large,False
1272,470,2024-02-22 23:00:00,270.47,completed,2024,2,Thursday,Large,False
1273,34,2024-02-23 00:00:00,26.0,pending,2024,2,Friday,Small,False
1274,623,2024-02-23 01:00:00,243.04,completed,2024,2,Friday,Large,False
1275,776,2024-02-23 02:00:00,209.8,pending,2024,2,Friday,Large,False
1276,936,2024-02-23 03:00:00,89.0,completed,2024,2,Friday,Medium,False
1277,369,2024-02-23 04:00:00,331.64,completed,2024,2,Friday,Extra Large,False
1278,748,2024-02-23 05:00:00,485.86,pending,2024,2,Friday,Extra Large,True
1279,595,2024-02-23 06:00:00,285.47,completed,2024,2,Friday,Large,False
1280,554,2024-02-23 07:00:00,360.23,completed,2024,2,Friday,Extra Large,False
1281,425,2024-02-23 08:00:00,43.54,completed,2024,2,Friday,Small,False
1282,613,2024-02-23 09:00:00,214.66,pending,2024,2,Friday,Large,False
1283,518,2024-02-23 10:00:00,67.02,completed,2024,2,Friday,Medium,False
1284,692,2024-02-23 11:00:00,310.27,completed,2024,2,Friday,Extra Large,False
1285,282,2024-02-23 12:00:00,469.86,completed,2024,2,Friday,Extra Large,True
1286,320,2024-02-23 13:00:00,334.27,completed,2024,2,Friday,Extra Large,False
1287,738,2024-02-23 14:00:00,47.63,completed,2024,2,Friday,Small,False
1288,443,2024-02-23 15:00:00,183.79,completed,2024,2,Friday,Large,False
1289,952,2024-02-23 16:00:00,279.83,completed,2024,2,Friday,Large,False
1290,315,2024-02-23 17:00:00,207.57,completed,2024,2,Friday,Large,False
1291,877,2024-02-23 18:00:00,418.49,completed,2024,2,Friday,Extra Large,True
1292,966,2024-02-23 19:00:00,409.19,completed,2024,2,Friday,Extra Large,True
1293,741,2024-02-23 20:00:00,309.8,pending,2024,2,Friday,Extra Large,False
1294,377,2024-02-23 21:00:00,192.99,pending,2024,2,Friday,Large,False
1295,289,2024-02-23 22:00:00,135.11,completed,2024,2,Friday,Medium,False
1296,437,2024-02-23 23:00:00,61.88,completed,2024,2,Friday,Medium,False
1297,662,2024-02-24 00:00:00,183.9,completed,2024,2,Saturday,Large,False
1298,277,2024-02-24 01:00:00,212.45,completed,2024,2,Saturday,Large,False
1299,710,2024-02-24 02:00:00,341.15,completed,2024,2,Saturday,Extra Large,False
1300,582,2024-02-24 03:00:00,332.5,completed,2024,2,Saturday,Extra Large,False
1301,503,2024-02-24 04:00:00,44.35,completed,2024,2,Saturday,Small,False
1302,624,2024-02-24 05:00:00,203.68,pending,2024,2,Saturday,Large,False
1303,516,2024-02-24 06:00:00,99.07,completed,2024,2,Saturday,Medium,False
1304,350,2024-02-24 07:00:00,86.84,completed,2024,2,Saturday,Medium,False
1305,843,2024-02-24 08:00:00,415.38,completed,2024,2,Saturday,Extra Large,True
1306,446,2024-02-24 09:00:00,30.54,pending,2024,2,Saturday,Small,False
1307,830,2024-02-24 10:00:00,215.4,completed,2024,2,Saturday,Large,False
1308,350,2024-02-24 11:00:00,92.42,completed,2024,2,Saturday,Medium,False
1309,607,2024-02-24 12:00:00,440.87,completed,2024,2,Saturday,Extra Large,True
1310,664,2024-02-24 13:00:00,282.95,completed,2024,2,Saturday,Large,False
1311,823,2024-02-24 14:00:00,123.38,completed,2024,2,Saturday,Medium,False
1312,137,2024-02-24 15:00:00,256.19,completed,2024,2,Saturday,Large,False
1313,759,2024-02-24 16:00:00,368.43,completed,2024,2,Saturday,Extra Large,False
1314,899,2024-02-24 17:00:00,479.48,completed,2024,2,Saturday,Extra Large,True
1315,243,2024-02-24 18:00:00,118.02,completed,2024,2,Saturday,Medium,False
1316,543,2024-02-24 19:00:00,444.23,pending,2024,2,Saturday,Extra Large,True
1317,40,2024-02-24 20:00:00,467.81,completed,2024,2,Saturday,Extra Large,True
1318,229,2024-02-24 21:00:00,459.05,completed,2024,2,Saturday,Extra Large,True
1319,548,2024-02-24 22:00:00,321.35,completed,2024,2,Saturday,Extra Large,False
1320,920,2024-02-24 23:00:00,318.61,completed,2024,2,Saturday,Extra Large,False
1321,223,2024-02-25 00:00:00,207.57,completed,2024,2,Sunday,Large,False
1322,6,2024-02-25 01:00:00,378.67,completed,2024,2,Sunday,Extra Large,False
1323,322,2024-02-25 02:00:00,270.33,pending,2024,2,Sunday,Large,False
1324,468,2024-02-25 03:00:00,341.94,cancelled,2024,2,Sunday,Extra Large,False
1325,732,2024-02-25 04:00:00,219.94,completed,2024,2,Sunday,Large,False
1326,75,2024-02-25 05:00:00,368.43,completed,2024,2,Sunday,Extra Large,False
1327,4,2024-02-25 06:00:00,413.99,completed,2024,2,Sunday,Extra Large,True
1328,847,2024-02-25 07:00:00,81.75,completed,2024,2,Sunday,Medium,False
1329,646,2024-02-25 08:00:00,418.14,completed,2024,2,Sunday,Extra Large,True
1330,118,2024-02-25 09:00:00,274.75,completed,2024,2,Sunday,Large,False
1331,881,2024-02-25 10:00:00,423.89,pending,2024,2,Sunday,Extra Large,True
1332,606,2024-02-25 11:00:00,221.34,completed,2024,2,Sunday,Large,False
1333,504,2024-02-25 12:00:00,195.73,pending,2024,2,Sunday,Large,False
1334,998,2024-02-25 13:00:00,458.38,completed,2024,2,Sunday,Extra Large,True
1335,947,2024-02-25 14:00:00,133.07,completed,2024,2,Sunday,Medium,False
1336,574,2024-02-25 15:00:00,423.66,completed,2024,2,Sunday,Extra Large,True
1337,441,2024-02-25 16:00:00,247.17,completed,2024,2,Sunday,Large,False
1338,194,2024-02-25 17:00:00,261.91,completed,2024,2,Sunday,Large,False
1339,847,2024-02-25 18:00:00,161.15,completed,2024,2,Sunday,Large,False
1340,715,2024-02-25 19:00:00,290.79,completed,2024,2,Sunday,Large,False
1341,392,2024-02-25 20:00:00,169.35,cancelled,2024,2,Sunday,Large,False
1342,26,2024-02-25 21:00:00,29.24,completed,2024,2,Sunday,Small,False
1343,435,2024-02-25 22:00:00,143.28,completed,2024,2,Sunday,Medium,False
1344,173,2024-02-25 23:00:00,13.13,pending,2024,2,Sunday,Small,False
1345,300,2024-02-26 00:00:00,489.39,completed,2024,2,Monday,Extra Large,True
1346,645,2024-02-26 01:00:00,483.22,completed,2024,2,Monday,Extra Large,True
1347,326,2024-02-26 02:00:00,203.63,completed,2024,2,Monday,Large,False
1348,410,2024-02-26 03:00:00,366.9,completed,2024,2,Monday,Extra Large,False
1349,118,2024-02-26 04:00:00,179.44,pending,2024,2,Monday,Large,False
1350,836,2024-02-26 05:00:00,338.84,completed,2024,2,Monday,Extra Large,False
1351,787,2024-02-26 06:00:00,404.66,completed,2024,2,Monday,Extra Large,True
1352,724,2024-02-26 07:00:00,473.91,completed,2024,2,Monday,Extra Large,True
1353,225,2024-02-26 08:00:00,206.1,completed,2024,2,Monday,Large,False
1354,532,2024-02-26 09:00:00,393.82,completed,2024,2,Monday,Extra Large,False
1355,113,2024-02-26 10:00:00,140.3,pending,2024,2,Monday,Medium,False
1356,140,2024-02-26 11:00:00,495.26,completed,2024,2,Monday,Extra Large,True
1357,559,2024-02-26 12:00:00,22.63,completed,2024,2,Monday,Small,False
1358,1,2024-02-26 13:00:00,305.73,completed,2024,2,Monday,Extra Large,False
1359,90,2024-02-26 14:00:00,333.16,completed,2024,2,Monday,Extra Large,False
1360,654,2024-02-26 15:00:00,347.14,completed,2024,2,Monday,Extra Large,False
1361,320,2024-02-26 16:00:00,68.99,cancelled,2024,2,Monday,Medium,False
1362,550,2024-02-26 17:00:00,469.88,completed,2024,2,Monday,Extra Large,True
1363,805,2024-02-26 18:00:00,98.78,completed,2024,2,Monday,Medium,False
1364,894,2024-02-26 19:00:00,315.15,completed,2024,2,Monday,Extra Large,False
1365,139,2024-02-26 20:00:00,119.11,completed,2024,2,Monday,Medium,False
1366,511,2024-02-26 21:00:00,160.54,completed,2024,2,Monday,Large,False
1367,868,2024-02-26 22:00:00,277.76,completed,2024,2,Monday,Large,False
1368,845,2024-02-26 23:00:00,214.42,completed,2024,2,Monday,Large,False
1369,259,2024-02-27 00:00:00,88.51,pending,2024,2,Tuesday,Medium,False
1370,673,2024-02-27 01:00:00,93.76,completed,2024,2,Tuesday,Medium,False
1371,902,2024-02-27 02:00:00,214.89,completed,2024,2,Tuesday,Large,False
1372,690,2024-02-27 03:00:00,381.07,completed,2024,2,Tuesday,Extra Large,False
1373,10,2024-02-27 04:00:00,450.0,completed,2024,2,Tuesday,Extra Large,True
1374,261,2024-02-27 05:00:00,51.22,pending,2024,2,Tuesday,Medium,False
1375,919,2024-02-27 06:00:00,202.62,pending,2024,2,Tuesday,Large,False
1376,650,2024-02-27 07:00:00,59.12,completed,2024,2,Tuesday,Medium,False
1377,172,2024-02-27 08:00:00,18.13,pending,2024,2,Tuesday,Small,False
1378,898,2024-02-27 09:00:00,334.24,completed,2024,2,Tuesday,Extra Large,False
1379,13,2024-02-27 10:00:00,305.2,pending,2024,2,Tuesday,Extra Large,False
1380,168,2024-02-27 11:00:00,89.88,completed,2024,2,Tuesday,Medium,False
1381,642,2024-02-27 12:00:00,124.57,completed,2024,2,Tuesday,Medium,False
1382,596,2024-02-27 13:00:00,21.62,completed,2024,2,Tuesday,Small,False
1383,321,2024-02-27 14:00:00,419.12,pending,2024,2,Tuesday,Extra Large,True
1384,319,2024-02-27 15:00:00,487.6,completed,2024,2,Tuesday,Extra Large,True
1385,613,2024-02-27 16:00:00,76.38,completed,2024,2,Tuesday,Medium,False
1386,329,2024-02-27 17:00:00,123.42,completed,2024,2,Tuesday,Medium,False
1387,785,2024-02-27 18:00:00,435.52,completed,2024,2,Tuesday,Extra Large,True
1388,777,2024-02-27 19:00:00,463.97,completed,2024,2,Tuesday,Extra Large,True
1389,971,2024-02-27 20:00:00,215.62,pending,2024,2,Tuesday,Large,False
1390,911,2024-02-27 21:00:00,34.81,completed,2024,2,Tuesday,Small,False
1391,920,2024-02-27 22:00:00,29.3,pending,2024,2,Tuesday,Small,False
1392,550,2024-02-27 23:00:00,291.24,completed,2024,2,Tuesday,Large,False
1393,419,2024-02-28 00:00:00,202.52,completed,2024,2,Wednesday,Large,False
1394,606,2024-02-28 01:00:00,24.04,completed,2024,2,Wednesday,Small,False
1395,95,2024-02-28 02:00:00,295.79,completed,2024,2,Wednesday,Large,False
1396,817,2024-02-28 03:00:00,15.54,completed,2024,2,Wednesday,Small,False
1397,581,2024-02-28 04:00:00,395.81,completed,2024,2,Wednesday,Extra Large,False
1398,318,2024-02-28 05:00:00,160.15,completed,2024,2,Wednesday,Large,False
1399,956,2024-02-28 06:00:00,29.73,completed,2024,2,Wednesday,Small,False
1400,236,2024-02-28 07:00:00,298.29,completed,2024,2,Wednesday,Large,False
1401,946,2024-02-28 08:00:00,204.87,completed,2024,2,Wednesday,Large,False
1402,334,2024-02-28 09:00:00,487.16,completed,2024,2,Wednesday,Extra Large,True
1403,885,2024-02-28 10:00:00,276.66,completed,2024,2,Wednesday,Large,False
1404,376,2024-02-28 11:00:00,144.87,completed,2024,2,Wednesday,Medium,False
1405,459,2024-02-28 12:00:00,357.63,completed,2024,2,Wednesday,Extra Large,False
1406,137,2024-02-28 13:00:00,143.03,completed,2024,2,Wednesday,Medium,False
1407,930,2024-02-28 14:00:00,453.08,completed,2024,2,Wednesday,Extra Large,True
1408,588,2024-02-28 15:00:00,193.61,completed,2024,2,Wednesday,Large,False
1409,995,2024-02-28 16:00:00,279.44,completed,2024,2,Wednesday,Large,False
1410,547,2024-02-28 17:00:00,34.78,completed,2024,2,Wednesday,Small,False
1411,513,2024-02-28 18:00:00,218.8,completed,2024,2,Wednesday,Large,False
1412,296,2024-02-28 19:00:00,417.86,completed,2024,2,Wednesday,Extra Large,True
1413,320,2024-02-28 20:00:00,404.77,completed,2024,2,Wednesday,Extra Large,True
1414,918,2024-02-28 21:00:00,119.92,completed,2024,2,Wednesday,Medium,False
1415,572,2024-02-28 22:00:00,120.78,completed,2024,2,Wednesday,Medium,False
1416,832,2024-02-28 23:00:00,410.48,completed,2024,2,Wednesday,Extra Large,True
1417,349,2024-02-29 00:00:00,465.9,completed,2024,2,Thursday,Extra Large,True
1418,840,2024-02-29 01:00:00,56.73,completed,2024,2,Thursday,Medium,False
1419,779,2024-02-29 02:00:00,230.53,pending,2024,2,Thursday,Large,False
1420,873,2024-02-29 03:00:00,175.35,pending,2024,2,Thursday,Large,False
1421,229,2024-02-29 04:00:00,436.64,completed,2024,2,Thursday,Extra Large,True
1422,270,2024-02-29 05:00:00,50.93,completed,2024,2,Thursday,Medium,False
1423,828,2024-02-29 06:00:00,113.45,completed,2024,2,Thursday,Medium,False
1424,798,2024-02-29 07:00:00,378.71,completed,2024,2,Thursday,Extra Large,False
1425,291,2024-02-29 08:00:00,35.13,completed,2024,2,Thursday,Small,False
1426,725,2024-02-29 09:00:00,251.34,completed,2024,2,Thursday,Large,False
1427,165,2024-02-29 10:00:00,226.63,completed,2024,2,Thursday,Large,False
1428,5,2024-02-29 11:00:00,173.86,completed,2024,2,Thursday,Large,False
1429,851,2024-02-29 12:00:00,203.34,cancelled,2024,2,Thursday,Large,False
1430,379,2024-02-29 13:00:00,269.67,completed,2024,2,Thursday,Large,False
1431,78,2024-02-29 14:00:00,89.07,pending,2024,2,Thursday,Medium,False
1432,410,2024-02-29 15:00:00,290.28,pending,2024,2,Thursday,Large,False
1433,574,2024-02-29 16:00:00,404.66,completed,2024,2,Thursday,Extra Large,True
1434,132,2024-02-29 17:00:00,382.48,completed,2024,2,Thursday,Extra Large,False
1435,601,2024-02-29 18:00:00,85.41,completed,2024,2,Thursday,Medium,False
1436,749,2024-02-29 19:00:00,83.13,completed,2024,2,Thursday,Medium,False
1437,42,2024-02-29 20:00:00,141.41,completed,2024,2,Thursday,Medium,False
1438,89,2024-02-29 21:00:00,186.93,completed,2024,2,Thursday,Large,False
1439,402,2024-02-29 22:00:00,210.14,completed,2024,2,Thursday,Large,False
1440,296,2024-02-29 23:00:00,343.05,completed,2024,2,Thursday,Extra Large,False
1441,840,2024-03-01 00:00:00,37.77,completed,2024,3,Friday,Small,False
1442,295,2024-03-01 01:00:00,26.99,completed,2024,3,Friday,Small,False
1443,616,2024-03-01 02:00:00,202.04,completed,2024,3,Friday,Large,False
1444,526,2024-03-01 03:00:00,351.61,completed,2024,3,Friday,Extra Large,False
1445,800,2024-03-01 04:00:00,104.78,completed,2024,3,Friday,Medium,False
1446,691,2024-03-01 05:00:00,324.34,completed,2024,3,Friday,Extra Large,False
1447,637,2024-03-01 06:00:00,137.32,completed,2024,3,Friday,Medium,False
1448,422,2024-03-01 07:00:00,444.18,completed,2024,3,Friday,Extra Large,True
1449,865,2024-03-01 08:00:00,448.89,pending,2024,3,Friday,Extra Large,True
1450,23,2024-03-01 09:00:00,155.67,completed,2024,3,Friday,Large,False
1451,575,2024-03-01 10:00:00,122.7,completed,2024,3,Friday,Medium,False
1452,143,2024-03-01 11:00:00,211.54,completed,2024,3,Friday,Large,False
1453,993,2024-03-01 12:00:00,127.86,pending,2024,3,Friday,Medium,False
1454,665,2024-03-01 13:00:00,339.47,completed,2024,3,Friday,Extra Large,False
1455,145,2024-03-01 14:00:00,414.77,completed,2024,3,Friday,Extra Large,True
1456,225,2024-03-01 15:00:00,339.82,completed,2024,3,Friday,Extra Large,False
1457,503,2024-03-01 16:00:00,413.93,completed,2024,3,Friday,Extra Large,True
1458,962,2024-03-01 17:00:00,204.53,completed,2024,3,Friday,Large,False
1459,974,2024-03-01 18:00:00,86.6,completed,2024,3,Friday,Medium,False
1460,821,2024-03-01 19:00:00,371.6,cancelled,2024,3,Friday,Extra Large,False
1461,616,2024-03-01 20:00:00,186.63,completed,2024,3,Friday,Large,False
1462,104,2024-03-01 21:00:00,338.92,completed,2024,3,Friday,Extra Large,False
1463,947,2024-03-01 22:00:00,142.62,completed,2024,3,Friday,Medium,False
1464,39,2024-03-01 23:00:00,49.8,completed,2024,3,Friday,Small,False
1465,947,2024-03-02 00:00:00,496.37,pending,2024,3,Saturday,Extra Large,True
1466,198,2024-03-02 01:00:00,86.54,completed,2024,3,Saturday,Medium,False
1467,646,2024-03-02 02:00:00,494.33,completed,2024,3,Saturday,Extra Large,True
1468,579,2024-03-02 03:00:00,488.87,completed,2024,3,Saturday,Extra Large,True
1469,391,2024-03-02 04:00:00,398.97,pending,2024,3,Saturday,Extra Large,False
1470,179,2024-03-02 05:00:00,333.12,completed,2024,3,Saturday,Extra Large,False
1471,968,2024-03-02 06:00:00,293.13,completed,2024,3,Saturday,Large,False
1472,554,2024-03-02 07:00:00,434.39,completed,2024,3,Saturday,Extra Large,True
1473,448,2024-03-02 08:00:00,151.83,completed,2024,3,Saturday,Large,False
1474,500,2024-03-02 09:00:00,239.16,cancelled,2024,3,Saturday,Large,False
1475,15,2024-03-02 10:00:00,313.5,completed,2024,3,Saturday,Extra Large,False
1476,623,2024-03-02 11:00:00,211.48,completed,2024,3,Saturday,Large,False
1477,669,2024-03-02 12:00:00,219.47,completed,2024,3,Saturday,Large,False
1478,289,2024-03-02 13:00:00,171.84,completed,2024,3,Saturday,Large,False
1479,478,2024-03-02 14:00:00,286.47,completed,2024,3,Saturday,Large,False
1480,231,2024-03-02 15:00:00,426.78,cancelled,2024,3,Saturday,Extra Large,True
1481,923,2024-03-02 16:00:00,108.75,completed,2024,3,Saturday,Medium,False
1482,420,2024-03-02 17:00:00,467.87,pending,2024,3,Saturday,Extra Large,True
1483,157,2024-03-02 18:00:00,347.65,completed,2024,3,Saturday,Extra Large,False
1484,550,2024-03-02 19:00:00,413.4,completed,2024,3,Saturday,Extra Large,True
1485,441,2024-03-02 20:00:00,282.53,completed,2024,3,Saturday,Large,False
1486,97,2024-03-02 21:00:00,391.96,completed,2024,3,Saturday,Extra Large,False
1487,997,2024-03-02 22:00:00,17.94,cancelled,2024,3,Saturday,Small,False
1488,411,2024-03-02 23:00:00,411.01,pending,2024,3,Saturday,Extra Large,True
1489,951,2024-03-03 00:00:00,29.67,completed,2024,3,Sunday,Small,False
1490,289,2024-03-03 01:00:00,446.06,completed,2024,3,Sunday,Extra Large,True
1491,254,2024-03-03 02:00:00,496.06,completed,2024,3,Sunday,Extra Large,True
1492,196,2024-03-03 03:00:00,154.09,pending,2024,3,Sunday,Large,False
1493,598,2024-03-03 04:00:00,113.06,pending,2024,3,Sunday,Medium,False
1494,834,2024-03-03 05:00:00,385.03,completed,2024,3,Sunday,Extra Large,False
